id,product_id,product,tags,subcategory,lot_no,BPA_ng_g,BPA_percentile_ng_g,BPA_ng_serving,BPA_percentile_ng_serving,BPA_percent_tdi_14_kg_epa,BPA_percent_tdi_70_kg_epa,BPA_percent_tdi_14_kg_efsa,BPA_percent_tdi_70_kg_efsa
7203307,152,Burger King Whopper with Cheese,"fast_food,burgers",fast_food,,<1,<LOQ,<316,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203308,152,Burger King Whopper with Cheese,"fast_food,burgers",fast_food,,<1,<LOQ,<316,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203309,152,Burger King Whopper with Cheese,"fast_food,burgers",fast_food,,<1,<LOQ,<316,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203310,153,Chick-fil-A Deluxe Sandwich,"fast_food,sandwiches",fast_food,,<1,<LOQ,<247,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203311,153,Chick-fil-A Deluxe Sandwich,"fast_food,sandwiches",fast_food,,<1,<LOQ,<247,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203312,153,Chick-fil-A Deluxe Sandwich,"fast_food,sandwiches",fast_food,,<1,<LOQ,<247,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203313,154,Chick-fil-A Market Salad,"fast_food,prepared_meals,salad",fast_food,,<1,<LOQ,<326,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203314,154,Chick-fil-A Market Salad,"fast_food,prepared_meals,salad",fast_food,,<1,<LOQ,<326,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203315,154,Chick-fil-A Market Salad,"fast_food,prepared_meals,salad",fast_food,,<1,<LOQ,<326,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203316,155,Chick-fil-A Nuggets,"fast_food,chicken,nuggets",fast_food,,<1,<LOQ,<96,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203317,155,Chick-fil-A Nuggets,"fast_food,chicken,nuggets",fast_food,,<1,<LOQ,<96,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203318,155,Chick-fil-A Nuggets,"fast_food,chicken,nuggets",fast_food,,<1,<LOQ,<96,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203319,156,Chick-fil-A Vanilla Shake,"fast_food,beverages,shakes",fast_food,,<2.5,<LOQ,<1022.5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203320,156,Chick-fil-A Vanilla Shake,"fast_food,beverages,shakes",fast_food,,<2.5,<LOQ,<1022.5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203321,156,Chick-fil-A Vanilla Shake,"fast_food,beverages,shakes",fast_food,,<2.5,<LOQ,<1022.5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203322,157,Dominos MeatZZa Pizza,"fast_food,pizza",fast_food,,<1,<LOQ,<139,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203323,157,Dominos MeatZZa Pizza,"fast_food,pizza",fast_food,,<1,<LOQ,<139,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203324,157,Dominos MeatZZa Pizza,"fast_food,pizza",fast_food,,<1,<LOQ,<139,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203325,158,Dominos Pacific Veggie Pizza,"fast_food,pizza",fast_food,,<1,<LOQ,<139,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203326,158,Dominos Pacific Veggie Pizza,"fast_food,pizza",fast_food,,<1,<LOQ,<139,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203328,159,Dominos Ultimate Pepperoni Pizza,"fast_food,pizza",fast_food,,<1,<LOQ,<139,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203329,159,Dominos Ultimate Pepperoni Pizza,"fast_food,pizza",fast_food,,<1,<LOQ,<139,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203330,159,Dominos Ultimate Pepperoni Pizza,"fast_food,pizza",fast_food,,<1,<LOQ,<139,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203336,161,McDonald's Chicken McNuggets,"fast_food,chicken,nuggets",fast_food,,<1,<LOQ,<96,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203337,161,McDonald's Chicken McNuggets,"fast_food,chicken,nuggets",fast_food,,<1,<LOQ,<96,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203338,161,McDonald's Chicken McNuggets,"fast_food,chicken,nuggets",fast_food,,<1,<LOQ,<96,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203339,162,McDonald's Quarter Pounder with Cheese,"fast_food,burgers",fast_food,,<1,<LOQ,<202,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203340,162,McDonald's Quarter Pounder with Cheese,"fast_food,burgers",fast_food,,<1,<LOQ,<202,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203341,162,McDonald's Quarter Pounder with Cheese,"fast_food,burgers",fast_food,,<1,<LOQ,<202,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203345,163,McDonald's Vanilla Shake,"fast_food,beverages,shakes",fast_food,,<2.5,<LOQ,<1125,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203346,163,McDonald's Vanilla Shake,"fast_food,beverages,shakes",fast_food,,<2.5,<LOQ,<1125,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203347,163,McDonald's Vanilla Shake,"fast_food,beverages,shakes",fast_food,,<2.5,<LOQ,<1125,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203348,177,Subway Chocolate Chip Cookie,"fast_food,baked_goods,groceries",fast_food,,<1,<LOQ,<45,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203349,177,Subway Chocolate Chip Cookie,"fast_food,baked_goods,groceries",fast_food,,<1,<LOQ,<45,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203350,177,Subway Chocolate Chip Cookie,"fast_food,baked_goods,groceries",fast_food,,<1,<LOQ,<45,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203351,178,Subway Sub Grilled Chicken 6 Inch,"fast_food,sandwiches",fast_food,,<1,<LOQ,<233,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203352,178,Subway Sub Grilled Chicken 6 Inch,"fast_food,sandwiches",fast_food,,<1,<LOQ,<233,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203353,178,Subway Sub Grilled Chicken 6 Inch,"fast_food,sandwiches",fast_food,,<1,<LOQ,<233,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203354,179,Subway Sub Tuna 6 Inch,"fast_food,sandwiches",fast_food,,<1,<LOQ,<229,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203355,179,Subway Sub Tuna 6 Inch,"fast_food,sandwiches",fast_food,,<1,<LOQ,<229,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203356,179,Subway Sub Tuna 6 Inch,"fast_food,sandwiches",fast_food,,<1,<LOQ,<229,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203357,180,Taco Bell Big Cheez-It Crunchwrap Supreme,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<241,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203358,180,Taco Bell Big Cheez-It Crunchwrap Supreme,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<241,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203359,180,Taco Bell Big Cheez-It Crunchwrap Supreme,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<241,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203360,181,Taco Bell Cantina Chicken Burrito,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<241,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203361,181,Taco Bell Cantina Chicken Burrito,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<241,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203362,181,Taco Bell Cantina Chicken Burrito,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<241,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203363,182,Taco Bell Cantina Chicken Crispy Taco,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<102,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203364,182,Taco Bell Cantina Chicken Crispy Taco,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<102,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203365,182,Taco Bell Cantina Chicken Crispy Taco,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<102,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203366,183,Wendy's Crispy Chicken Nuggets,"fast_food,chicken,nuggets",fast_food,,<1,<LOQ,<96,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203367,183,Wendy's Crispy Chicken Nuggets,"fast_food,chicken,nuggets",fast_food,,<1,<LOQ,<96,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203368,183,Wendy's Crispy Chicken Nuggets,"fast_food,chicken,nuggets",fast_food,,<1,<LOQ,<96,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203369,184,Wendy's Dave's Single with Cheese,"fast_food,burgers",fast_food,,<1,<LOQ,<320,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203370,184,Wendy's Dave's Single with Cheese,"fast_food,burgers",fast_food,,<1,<LOQ,<320,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203371,184,Wendy's Dave's Single with Cheese,"fast_food,burgers",fast_food,,<1,<LOQ,<320,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203372,185,Wendy's Chocolate Frosty,"fast_food,beverages,shakes",fast_food,,<2.5,<LOQ,<1125,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203373,185,Wendy's Chocolate Frosty,"fast_food,beverages,shakes",fast_food,,<2.5,<LOQ,<1125,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203374,185,Wendy's Chocolate Frosty,"fast_food,beverages,shakes",fast_food,,<2.5,<LOQ,<1125,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203375,204,Taco Bell Baja Blast,"fast_food,beverages,sodas",fast_food,,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203376,204,Taco Bell Baja Blast,"fast_food,beverages,sodas",fast_food,,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7203377,204,Taco Bell Baja Blast,"fast_food,beverages,sodas",fast_food,,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210102,101,Fiji Natural Artesian Water,"water,bottled_water,no_hot_car,plastic",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210104,110,Brita Filtered Tap Water - Solo Cup (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210105,111,Brita Filtered Tap Water - Nalgene Bottle (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210106,112,Brita Filtered Tap Water - Hydro Flask (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210107,106,Unfiltered Tap Water - PlasticList Office (30sec after start),"water,30_sec,palo_alto,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210108,107,Brita Filtered Tap Water - Brita Pitcher 1 (directly after filtering),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210109,108,Brita Filtered Tap Water - Brita Pitcher (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210110,109,Brita Filtered Tap Water - Munchkin Cup (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210111,113,Brita Filtered Tap Water - Brita Pitcher 2 (directly after filtering),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210112,115,Fiji Water - Car on Sunny Day (1hr),"water,1hr_hot_car,bottled_water",water,L1,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210113,115,Fiji Water - Car on Sunny Day (1hr),"water,1hr_hot_car,bottled_water",water,L1,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210114,115,Fiji Water - Car on Sunny Day (1hr),"water,1hr_hot_car,bottled_water",water,L1,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210201,88,Tylenol Acetaminophen Extra Strength Coated,"medications,coated,health,modern,pills,tablet",medications,DCC245,<50,<LOQ,<50,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210202,89,Nature Made Prenatal Folic Acid + DHA Supplement,"supplements,baby,health,pills,vitamins",supplements,2561807,<5,<LOQ,<5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210203,90,Tylenol Acetaminophen Extra Strength Uncoated,"medications,health,modern,pills,tablet,uncoated",medications,CPA013,<50,<LOQ,<50,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210204,260,One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid,"supplements,baby,health,pills,vitamins",supplements,NAADACB,<5,<LOQ,<5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210205,260,One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid,"supplements,baby,health,pills,vitamins",supplements,NAADD3X,<5,<LOQ,<5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210206,260,One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid,"supplements,baby,health,pills,vitamins",supplements,NAAD5HC,<5,<LOQ,<5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210301,243,Optimum Nutrition Gold Standard 100% Whey Double Rich Chocolate,"supplements,health,protein",supplements,0001229670 03:01,<1,<LOQ,<30,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210302,243,Optimum Nutrition Gold Standard 100% Whey Double Rich Chocolate,"supplements,health,protein",supplements,0001229670 00:35,<1,<LOQ,<30,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210303,243,Optimum Nutrition Gold Standard 100% Whey Double Rich Chocolate,"supplements,health,protein",supplements,0001229670 21:29,<1,<LOQ,<30,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210304,85,Sunwarrior Active Creatine Monohydrate Unflavored,"supplements,health",supplements,24052013300,<1,<LOQ,<5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210306,86,Emergen C 1000mg Vitamin C Immune Support Fizzy Drink Mix Orange,"supplements,health,vitamins",supplements,JK8R,<5,<LOQ,<45,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210307,86,Emergen C 1000mg Vitamin C Immune Support Fizzy Drink Mix Orange,"supplements,health,vitamins",supplements,H69F,<5,<LOQ,<45,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210308,87,Liquid IV Hydration Multiplier Electrolyte Drink Mix Strawberry,"electrolytes,beverages,hydration",electrolytes,LK088-24 09:39,<5,<LOQ,<80,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210401,69,Guayaki Organic Yerba Mate Bluephoria,"energy_drinks,beverages,organic,sodas",energy_drinks,NSE 18:47,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210402,70,Coca-Cola Original,"sodas,beverages",sodas,UVA03082N,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210403,71,Coca-Cola Diet,"sodas,beverages",sodas,oct724uve23562N,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210404,71,Coca-Cola Diet,"sodas,beverages",sodas,oct724uve23562N,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210405,71,Coca-Cola Diet,"sodas,beverages",sodas,oct724uve23562N,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210406,72,Coca-Cola Zero,"sodas,beverages",sodas,UVA20111N,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210407,76,Celsius Sparkling Orange,"energy_drinks,beverages,sodas",energy_drinks,MFG 0664 13:37 PO 2,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210408,77,Celsius Sparkling Drink Kiwi Guava,"energy_drinks,beverages,sodas",energy_drinks,MFG 3643 18:55 DP13,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210410,991,Gatorade Thirst Quencher Cool Blue,"electrolytes,beverages,hydration",electrolytes,14:46 AZ052443 4TL0524240634,<1,<LOQ,<366,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210411,991,Gatorade Thirst Quencher Cool Blue,"electrolytes,beverages,hydration",electrolytes,07:41 C042643 C04098121910,<1,<LOQ,<366,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210412,991,Gatorade Thirst Quencher Cool Blue,"electrolytes,beverages,hydration",electrolytes,07:43 C042643 C04098121710,<1,<LOQ,<366,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210413,80,Jamba Juice Fruit Smoothie with Soymilk Acai Berries and Sherbet,"smoothies,beverages",smoothies,,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210602,50,Colgate 360 Extra Soft Toothbrush for Sensitive Teeth,"personal_care,dental",personal_care,4018CH30V,<33,<LOQ,<33,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210701,47,Whole Foods Organic Creamy Peanut Butter Unsweetened Unsalted,"peanut_butter,modern,organic",peanut_butter,TB4080A 16:53,<1,<LOQ,<32,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210702,48,PB2 Foods Peanut Butter Powdered,peanut_butter,peanut_butter,02:05 0124130110,<2.5,<LOQ,<32.5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210703,48,PB2 Foods Peanut Butter Powdered,peanut_butter,peanut_butter,01:21 1124110110,<2.5,<LOQ,<32.5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210801,144,Kraft Mac & Cheese Before Microwave,"prepared_meals,groceries,microwaved",prepared_meals,S32 06:06,<1,<LOQ,<70,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210802,144,Kraft Mac & Cheese Before Microwave,"prepared_meals,groceries,microwaved",prepared_meals,S32 17:05,<1,<LOQ,<70,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210803,144,Kraft Mac & Cheese Before Microwave,"prepared_meals,groceries,microwaved",prepared_meals,S32 06:06,<1,<LOQ,<70,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210804,139,Annie's Organic Classic Cheddar Mac and Cheese,"prepared_meals,groceries,microwaved,organic",prepared_meals,YN 01:14 02,<1,<LOQ,<71,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210805,139,Annie's Organic Classic Cheddar Mac and Cheese,"prepared_meals,groceries,microwaved,organic",prepared_meals,YN 01:14 02,<1,<LOQ,<71,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210901,227,Enfamil Neuro Pro 587g Infant Formula (Can),"baby_food,baby,formula",baby_food,2352 11624 A,<1,<LOQ,<22,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210902,227,Enfamil Neuro Pro 587g Infant Formula (Can),"baby_food,baby,formula",baby_food,2352 11624 A,<1,<LOQ,<22,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7210903,227,Enfamil Neuro Pro 587g Infant Formula (Can),"baby_food,baby,formula",baby_food,2352 11624 A,<1,<LOQ,<22,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211001,8,Whole Foods Organic Broccoli,"produce,groceries,organic,vegetables",produce,,<1,<LOQ,<88,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211002,136,Whole Foods Non-Organic Broccoli,"produce,groceries,organic,vegetables",produce,,<1,<LOQ,<88,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211003,136,Whole Foods Non-Organic Broccoli,"produce,groceries,organic,vegetables",produce,,<1,<LOQ,<88,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211203,26,Clover Organic Whole Milk in Whole Gallon Jug,"dairy,cow_milk,cow_milk_from_store,milk,organic,plastic,whole_milk",dairy,F4 09:31 PT9 AC 06499,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211204,100,Clover Whole Milk in Whole Gallon Jug,"dairy,cow_milk,cow_milk_from_store,milk",dairy,F5 09:51 P19 MM 06499,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211205,27,Clover Organic Whole Milk in Half Gallon Carton,"dairy,carton,cow_milk,cow_milk_from_store,milk,organic,whole_milk",dairy,02:48 71 06-499,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211206,100,Clover Whole Milk in Whole Gallon Jug,"dairy,cow_milk,cow_milk_from_store,milk",dairy,05:57 PT5 AC 06499,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211207,26,Clover Organic Whole Milk in Whole Gallon Jug,"dairy,cow_milk,cow_milk_from_store,milk,organic,plastic,whole_milk",dairy,13:38 06-691,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211301,51,Gerber Baby Food Banana in Glass,"baby_food,baby,food,glass",baby_food,4057515911 US00634,<1,<LOQ,<113,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211302,187,Gerber Natural for Baby Wonderfoods Banana Blueberry Pouch,"baby_food,baby,food",baby_food,414351592P 57,<1,<LOQ,<99,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211303,187,Gerber Natural for Baby Wonderfoods Banana Blueberry Pouch,"baby_food,baby,food",baby_food,412451592P 47,<1,<LOQ,<99,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211304,187,Gerber Natural for Baby Wonderfoods Banana Blueberry Pouch,"baby_food,baby,food",baby_food,414351592P 48,<1,<LOQ,<99,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211402,58,Oatly Oatmilk Full Fat Chilled in Carton,"dairy_alternatives,lactose_free,milk,plant_milk",dairy_alternatives,UT 11:20C TPV2.03,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211403,58,Oatly Oatmilk Full Fat Chilled in Carton,"dairy_alternatives,lactose_free,milk,plant_milk",dairy_alternatives,UT 17:30 C,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211601,81,Driscoll's Non-Organic Strawberries,"produce,fruits,groceries,organic",produce,,<1,<LOQ,<140,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211602,82,Good Farms Organic Strawberries,"produce,fruits,groceries,organic",produce,,<1,<LOQ,<140,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211603,83,Pier 39 Farmer's Market Strawberries,"produce,fruits,groceries",produce,,<1,<LOQ,<140,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211702,133,Chobani Whole Milk Plain Greek Yogurt,"yogurt,dairy,whole_milk",yogurt,01:06 16-012 PR2 010,<1,<LOQ,<170,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211703,116,Chobani Greek Yogurt Nonfat Plain,"yogurt,dairy,non_fat",yogurt,08:19 16-012 PR1 010,<1,<LOQ,<150,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211704,117,Straus Organic Whole Milk Plain Greek Yogurt,"yogurt,dairy,organic,whole_milk",yogurt,YBT#02 13:38:21,<1,<LOQ,<170,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211705,117,Straus Organic Whole Milk Plain Greek Yogurt,"yogurt,dairy,organic,whole_milk",yogurt,YBT#02 14:52:02,<1,<LOQ,<170,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211706,118,Straus Organic Whole Milk European Style Plain Yogurt,"yogurt,dairy,organic,whole_milk",yogurt,YBT#01 10:52:14,<1,<LOQ,<170,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211801,401,Trader Joe's Frozen Butter Chicken with Basmati Rice After Microwave,"prepared_meals,groceries,microwaved",prepared_meals,296262 13,<1,<LOQ,<354,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211802,401,Trader Joe's Frozen Butter Chicken with Basmati Rice After Microwave,"prepared_meals,groceries,microwaved",prepared_meals,296262 13,<1,<LOQ,<354,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211803,401,Trader Joe's Frozen Butter Chicken with Basmati Rice After Microwave,"prepared_meals,groceries,microwaved",prepared_meals,296262 17,<1,<LOQ,<354,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211804,400,Trader Joe's Frozen Butter Chicken with Basmati Rice Before Microwave,"prepared_meals,groceries,microwaved",prepared_meals,296262 16,<1,<LOQ,<354,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211805,400,Trader Joe's Frozen Butter Chicken with Basmati Rice Before Microwave,"prepared_meals,groceries,microwaved",prepared_meals,296262 16,<1,<LOQ,<354,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211806,400,Trader Joe's Frozen Butter Chicken with Basmati Rice Before Microwave,"prepared_meals,groceries,microwaved",prepared_meals,296262 17,<1,<LOQ,<354,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211807,142,RXBAR 10g Protein Bar Blueberry Cashew Butter,"snacks,groceries",snacks,BMBB1W2 00:08,<1,<LOQ,<52,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211808,236,RXBAR 12g Protein Bar Blueberry,"snacks,groceries",snacks,BE AC15 06:18,<1,<LOQ,<52,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211901,61,Fairlife Core Power 26g Protein Shake Chocolate,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 19:27 2 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211902,61,Fairlife Core Power 26g Protein Shake Chocolate,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 22:44 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211903,62,Fairlife Core Power 26g Protein Shake Strawberry Banana,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 01:27 2 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211904,62,Fairlife Core Power 26g Protein Shake Strawberry Banana,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 04:46 2 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7211905,59,Fairlife Core Power Elite 42g High Protein Shake Vanilla,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 11:33 2 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
